nome_completo_do_carro,ano_de_venda,preco_de_venda_USD,kilometragem,tipo_combustivel,tipo_do_vendedor,transmissao,dono,consumo_do_combustivel_kmpl,motor_CC,potencia_do_motor_bhp,assentos,Marca
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,10273.97,79328,Diesel,Concessionaria,Manual,2º dono,12.99,2494.0,100.6,7.0,Toyota
Maruti Swift AMT VVT VXI,2019,8904.11,5621,Gasolina,Concessionaria,Automatico,1º dono,22.0,1197.0,81.8,5.0,Maruti
Toyota Etios VX,2017,8561.64,25538,Gasolina,Concessionaria,Manual,1º dono,16.78,1496.0,88.73,5.0,Toyota
Maruti Swift AMT ZXI,2018,8219.18,69779,Gasolina,Distribuidora,Automatico,1º dono,22.0,1197.0,81.8,5.0,Maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,6164.38,56290,Diesel,Distribuidora,Manual,1º dono,24.0,1186.0,73.97,5.0,Hyundai
BMW X4 M Sport X xDrive20d,2019,73972.6,7500,Diesel,Distribuidora,Automatico,1º dono,16.78,1995.0,190.0,5.0,BMW
BMW X4 M Sport X xDrive20d,2019,75342.47,8500,Diesel,Distribuidora,Automatico,1º dono,16.78,1995.0,190.0,5.0,BMW
Honda Amaze V CVT Petrol BSIV,2019,10671.23,7032,Gasolina,Concessionaria,Automatico,1º dono,19.0,1199.0,88.76,5.0,Honda
Skoda Rapid 1.6 MPI AT Elegance,2016,8835.62,11000,Gasolina,Distribuidora,Automatico,1º dono,14.3,1598.0,103.5,5.0,Skoda
Volvo V40 D3 R-Design,2018,33904.11,2000,Diesel,Distribuidora,Automatico,1º dono,16.8,1984.0,150.0,5.0,Volvo
Hyundai Verna VTVT 1.6 AT SX Option,2017,13561.64,20000,Gasolina,Individual,Automatico,1º dono,17.0,1591.0,121.3,5.0,Hyundai
Maruti Swift Dzire VDI,2012,5068.49,68000,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,5.0,Maruti
Chevrolet Sail Hatchback 1.2 LS,2014,4109.59,60175,Gasolina,Individual,Manual,1º dono,18.2,1199.0,82.5,5.0,Chevrolet
Hyundai EON Era,2012,3424.66,25000,Gasolina,Individual,Manual,1º dono,21.1,814.0,55.2,5.0,Hyundai
Ford Figo Aspire 1.5 TDCi Titanium,2017,9589.04,49957,Diesel,Distribuidora,Manual,1º dono,25.83,1498.0,99.0,5.0,Ford
Ford Figo 1.5 Sports Edition MT,2017,8219.18,43235,Diesel,Distribuidora,Manual,1º dono,24.29,1498.0,99.0,5.0,Ford
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,12671.23,50699,Diesel,Distribuidora,Manual,1º dono,22.77,1498.0,98.59,5.0,Ford
Hyundai i20 Active 1.4 SX,2016,9589.04,111000,Diesel,Individual,Manual,2º dono,21.19,1396.0,88.73,5.0,Hyundai
Maruti Baleno RS 1.0 Petrol,2018,9589.04,48000,Gasolina,Individual,Manual,2º dono,21.1,998.0,100.5,5.0,Maruti
Maruti Swift Vdi BSIII,2007,2534.25,90000,Diesel,Individual,Manual,4º dono e acima,17.8,1248.0,75.0,5.0,Maruti
Tata Sumo Gold EX,2015,5958.89,80000,Diesel,Individual,Manual,1º dono,15.3,2956.0,83.83,7.0,Tata
Ford Figo 1.2P Titanium MT,2017,5479.45,100000,Gasolina,Individual,Manual,1º dono,18.16,1196.0,86.8,5.0,Ford
Ford Figo Diesel Titanium,2011,2465.75,90000,Diesel,Individual,Manual,3º dono,20.0,1399.0,68.0,5.0,Ford
Maruti Swift Dzire VDI,2015,8219.18,50000,Diesel,Individual,Manual,1º dono,26.59,1248.0,74.0,5.0,Maruti
Toyota Etios Liva GD,2014,4383.56,90000,Diesel,Individual,Manual,3º dono,23.59,1364.0,67.06,5.0,Toyota
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2016,23150.67,120000,Diesel,Individual,Manual,1º dono,13.68,2393.0,147.8,8.0,Toyota
Volkswagen Vento Petrol Highline AT,2011,3424.66,140000,Gasolina,Individual,Automatico,2º dono,14.4,1598.0,103.6,5.0,Volkswagen
Tata Tigor 2017-2020 XZ Plus,2019,8904.11,20000,Gasolina,Individual,Manual,1º dono,20.3,1199.0,83.81,5.0,Tata
Toyota Corolla Altis 1.8 J,2009,4657.53,82000,Gasolina,Individual,Manual,2º dono,14.53,1798.0,138.0,5.0,Toyota
Ambassador Grand 2000 DSZ PW CL,2008,2739.73,80000,Diesel,Individual,Manual,3º dono,13.5,1995.0,52.0,5.0,Ambassador
Maruti Vitara Brezza ZDi Plus,2017,11917.79,40000,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,5.0,Maruti
Maruti Ertiga SHVS ZDI Plus,2017,10890.41,120000,Diesel,Individual,Manual,1º dono,24.52,1248.0,88.5,7.0,Maruti
Maruti Vitara Brezza ZDi Plus,2017,11917.79,60000,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,5.0,Maruti
Maruti Ritz LDi,2010,2739.73,70000,Diesel,Individual,Manual,2º dono,21.1,1248.0,73.9,5.0,Maruti
Hyundai Verna 1.6 CRDi SX,2017,10958.9,45500,Diesel,Individual,Manual,2º dono,23.9,1582.0,126.2,5.0,Hyundai
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,15068.49,120000,Diesel,Individual,Manual,1º dono,12.99,2494.0,100.6,8.0,Toyota
Maruti Alto LXi,2008,1575.33,100000,Gasolina,Individual,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Maruti Ertiga VDI,2013,6849.32,92000,Diesel,Individual,Manual,3º dono,20.77,1248.0,88.76,7.0,Maruti
Maruti Swift VDI BSIV,2014,9589.04,141000,Diesel,Individual,Manual,4º dono e acima,25.2,1248.0,74.0,5.0,Maruti
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,20767.12,120000,Diesel,Individual,Automatico,1º dono,11.36,2755.0,171.5,7.0,Toyota
Datsun RediGO T Option,2016,2739.73,35000,Gasolina,Individual,Manual,1º dono,22.7,799.0,53.64,5.0,Datsun
Honda Amaze VX i-VTEC,2015,6164.38,50000,Gasolina,Individual,Manual,1º dono,17.8,1198.0,86.7,5.0,Honda
Tata Nexon 1.5 Revotorq XM,2018,11643.84,9500,Diesel,Individual,Manual,1º dono,21.5,1497.0,108.5,5.0,Tata
Maruti Eeco 7 Seater Standard BSIV,2019,4917.81,5500,Gasolina,Individual,Manual,1º dono,15.37,1196.0,73.0,7.0,Maruti
Renault KWID RXT,2017,4383.56,28000,Gasolina,Individual,Manual,1º dono,25.17,799.0,53.3,5.0,Renault
Tata Indica GLS BS IV,2009,1506.85,113000,Gasolina,Individual,Manual,1º dono,15.3,1193.0,65.3,5.0,Tata
Tata Manza Aura (ABS) Safire,2010,2315.07,100000,Gasolina,Individual,Manual,2º dono,15.0,1368.0,90.0,5.0,Tata
Hyundai Grand i10 CRDi Magna,2014,5479.45,50074,Diesel,Individual,Manual,1º dono,24.0,1120.0,70.0,5.0,Hyundai
Hyundai i20 Asta 1.4 CRDi,2014,8219.18,100000,Diesel,Individual,Manual,4º dono e acima,22.54,1396.0,88.73,5.0,Hyundai
Maruti Eeco 7 Seater Standard BSIV,2017,4794.52,35000,Gasolina,Individual,Manual,1º dono,15.37,1196.0,73.0,7.0,Maruti
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,13561.64,60000,Diesel,Individual,Manual,1º dono,23.0,1498.0,98.96,5.0,Ford
Mercedes-Benz E-Class E250 CDI Elegance,2011,21917.81,70000,Diesel,Individual,Automatico,1º dono,14.21,2143.0,203.0,5.0,Mercedes-Benz
Tata Hexa XT,2017,19178.08,70000,Diesel,Individual,Manual,1º dono,17.6,2179.0,153.86,7.0,Tata
Maruti Baleno Zeta Automatic,2017,10205.48,10000,Gasolina,Individual,Automatico,1º dono,21.4,1197.0,83.1,5.0,Maruti
Skoda Kodiaq 2.0 TDI Style,2018,38356.16,40000,Diesel,Individual,Automatico,1º dono,16.25,1968.0,148.0,7.0,Skoda
Maruti Swift LDI SP Limited Edition,2015,6849.32,35000,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,5.0,Maruti
Maruti Wagon R VXI AMT Opt 1.2,2019,7397.26,5000,Gasolina,Individual,Automatico,1º dono,20.52,1197.0,81.8,5.0,Maruti
Toyota Innova Crysta 2.4 VX MT BSIV,2016,25342.47,33000,Diesel,Individual,Manual,1º dono,13.68,2393.0,147.8,7.0,Toyota
Tata Bolt Quadrajet XE,2017,8219.18,27000,Diesel,Individual,Manual,1º dono,22.95,1248.0,74.0,5.0,Tata
Ford Freestyle Titanium Petrol BSIV,2018,9452.05,25000,Gasolina,Individual,Manual,1º dono,19.0,1194.0,94.68,5.0,Ford
Maruti Swift VDI BSIV,2016,8630.14,30154,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,5.0,Maruti
Hyundai Xcent 1.2 VTVT SX Option,2018,8767.12,20000,Gasolina,Individual,Manual,1º dono,20.14,1197.0,81.86,5.0,Hyundai
Volvo S90 D4 Inscription BSIV,2019,75342.47,17000,Diesel,Individual,Automatico,1º dono,18.0,1969.0,190.0,5.0,Volvo
Ford Endeavour 2.2 Titanium AT 4X2,2016,28767.12,85000,Diesel,Individual,Automatico,2º dono,12.62,2198.0,158.0,7.0,Ford
Maruti Swift VXI Deca,2016,6849.32,100000,Gasolina,Individual,Manual,1º dono,20.4,1197.0,81.8,5.0,Maruti
Maruti Alto 800 LXI,2017,4246.58,54000,Gasolina,Individual,Manual,1º dono,24.7,796.0,47.3,5.0,Maruti
Mahindra TUV 300 T6 Plus,2015,8219.18,80000,Diesel,Individual,Manual,1º dono,18.49,1493.0,100.0,7.0,Mahindra
Maruti 800 AC,1999,547.95,100000,Gasolina,Individual,Manual,3º dono,16.1,796.0,37.0,4.0,Maruti
Hyundai Xcent 1.2 CRDi S,2018,8493.15,70000,Diesel,Individual,Manual,1º dono,25.4,1186.0,73.97,5.0,Hyundai
Maruti Baleno Zeta 1.3,2018,10410.96,50000,Diesel,Individual,Manual,1º dono,27.39,1248.0,74.0,5.0,Maruti
Hyundai Verna CRDi 1.6 SX Option,2018,16438.36,40000,Diesel,Individual,Manual,1º dono,22.0,1582.0,126.2,5.0,Hyundai
Maruti Baleno Zeta 1.3,2018,10410.96,50000,Diesel,Individual,Manual,1º dono,27.39,1248.0,74.0,5.0,Maruti
Hyundai i10 Sportz Option,2012,4109.59,45000,Gasolina,Individual,Manual,1º dono,20.36,1197.0,78.9,5.0,Hyundai
Tata Tiago 1.2 Revotron XZ Plus Dual Tone,2019,6849.32,5000,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,5.0,Tata
Chevrolet Beat LT,2012,1643.84,70000,Gasolina,Individual,Manual,3º dono,18.6,1199.0,79.4,5.0,Chevrolet
Hyundai EON D Lite Plus,2017,4794.52,26263,Gasolina,Individual,Manual,1º dono,21.1,814.0,55.2,5.0,Hyundai
Mahindra KUV 100 mFALCON G80 K4 Plus 5str,2016,4794.52,100000,Gasolina,Individual,Manual,2º dono,18.15,1198.0,82.0,5.0,Mahindra
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,10000.0,250000,Diesel,Individual,Manual,1º dono,12.99,2494.0,100.0,7.0,Toyota
Renault Duster 110PS Diesel RxZ,2018,14383.56,18000,Diesel,Distribuidora,Manual,1º dono,19.6,1461.0,108.45,5.0,Renault
Hyundai Verna SX Diesel,2013,7534.25,80000,Diesel,Distribuidora,Manual,1º dono,25.0,1493.0,113.42,5.0,Hyundai
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2016,9246.58,108000,Diesel,Distribuidora,Manual,1º dono,23.65,1248.0,88.5,5.0,Maruti
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,19178.08,170000,Diesel,Individual,Manual,1º dono,12.99,2494.0,100.6,7.0,Toyota
Maruti Swift VVT ZXI,2017,8561.64,25000,Gasolina,Individual,Manual,1º dono,22.0,1197.0,81.8,5.0,Maruti
Hyundai Creta 1.6 SX,2018,16712.33,11000,Gasolina,Individual,Manual,1º dono,15.8,1591.0,121.3,5.0,Hyundai
Maruti S-Presso VXI AT,2019,6506.85,5000,Gasolina,Individual,Automatico,1º dono,21.7,998.0,67.0,5.0,Maruti
Ford Ecosport 1.5 Diesel Titanium,2014,7534.25,105000,Diesel,Distribuidora,Manual,1º dono,21.7,1498.0,98.96,5.0,Ford
Maruti Ritz VXi,2012,4383.56,40000,Gasolina,Individual,Manual,1º dono,18.5,1197.0,85.8,5.0,Maruti
Maruti Swift ZDi,2014,7260.27,90000,Diesel,Individual,Manual,1º dono,22.9,1248.0,74.0,5.0,Maruti
Maruti Alto 800 LXI,2018,4109.59,30000,Gasolina,Individual,Manual,1º dono,24.7,796.0,47.3,5.0,Maruti
Honda City i-VTEC VX,2018,16164.38,5500,Gasolina,Individual,Manual,1º dono,17.4,1497.0,117.6,5.0,Honda
Maruti Alto LX,2000,629.55,90000,Gasolina,Individual,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Hyundai EON Sportz,2012,2602.74,65000,Gasolina,Individual,Manual,1º dono,21.1,814.0,55.2,5.0,Hyundai
Hyundai Verna 1.6 SX CRDi (O),2014,10000.0,60000,Diesel,Individual,Manual,1º dono,22.32,1582.0,126.32,5.0,Hyundai
Maruti Swift VDI Optional,2015,7260.27,120000,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,5.0,Maruti
Ford Figo 1.2P Titanium MT,2019,7260.27,9500,Gasolina,Individual,Manual,1º dono,18.16,1196.0,86.8,5.0,Ford
Renault Captur 1.5 Diesel RXT,2018,17328.77,12000,Diesel,Individual,Manual,1º dono,20.37,1461.0,108.45,5.0,Renault
Maruti Ciaz Alpha Diesel,2019,14041.1,32000,Diesel,Individual,Manual,1º dono,28.09,1248.0,88.5,5.0,Maruti
Maruti Alto LXi,2009,1780.82,60000,Gasolina,Individual,Manual,1º dono,19.7,796.0,46.3,5.0,Maruti
Mahindra TUV 300 T8,2017,10068.49,70000,Diesel,Individual,Manual,1º dono,18.49,1493.0,100.0,7.0,Mahindra
BMW 3 Series 320d Sedan,2011,20547.95,84925,Diesel,Individual,Automatico,1º dono,16.07,1995.0,181.0,5.0,BMW
Hyundai Santro Xing XK eRLX EuroIII,2007,1643.84,120000,Gasolina,Individual,Manual,2º dono,17.8,1086.0,63.0,5.0,Hyundai
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,10000.0,250000,Diesel,Individual,Manual,1º dono,12.99,2494.0,100.0,7.0,Toyota
Renault Duster 110PS Diesel RxZ,2018,14383.56,18000,Diesel,Distribuidora,Manual,1º dono,19.6,1461.0,108.45,5.0,Renault
Hyundai Verna SX Diesel,2013,7534.25,80000,Diesel,Distribuidora,Manual,1º dono,25.0,1493.0,113.42,5.0,Hyundai
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2016,9246.58,108000,Diesel,Distribuidora,Manual,1º dono,23.65,1248.0,88.5,5.0,Maruti
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,19178.08,170000,Diesel,Individual,Manual,1º dono,12.99,2494.0,100.6,7.0,Toyota
Maruti Swift VVT ZXI,2017,8561.64,25000,Gasolina,Individual,Manual,1º dono,22.0,1197.0,81.8,5.0,Maruti
Hyundai Creta 1.6 SX,2018,16712.33,11000,Gasolina,Individual,Manual,1º dono,15.8,1591.0,121.3,5.0,Hyundai
Maruti S-Presso VXI AT,2019,6506.85,5000,Gasolina,Individual,Automatico,1º dono,21.7,998.0,67.0,5.0,Maruti
Ford Ecosport 1.5 Diesel Titanium,2014,7534.25,105000,Diesel,Distribuidora,Manual,1º dono,21.7,1498.0,98.96,5.0,Ford
Maruti Ritz VXi,2012,4383.56,40000,Gasolina,Individual,Manual,1º dono,18.5,1197.0,85.8,5.0,Maruti
Maruti Swift ZDi,2014,7260.27,90000,Diesel,Individual,Manual,1º dono,22.9,1248.0,74.0,5.0,Maruti
Maruti Alto 800 LXI,2018,4109.59,30000,Gasolina,Individual,Manual,1º dono,24.7,796.0,47.3,5.0,Maruti
Honda City i-VTEC VX,2018,16164.38,5500,Gasolina,Individual,Manual,1º dono,17.4,1497.0,117.6,5.0,Honda
Maruti Alto LX,2000,629.55,90000,Gasolina,Individual,Manual,2º dono,19.7,796.0,46.3,5.0,Maruti
Hyundai EON Sportz,2012,2602.74,65000,Gasolina,Individual,Manual,1º dono,21.1,814.0,55.2,5.0,Hyundai
Hyundai Verna 1.6 SX CRDi (O),2014,10000.0,60000,Diesel,Individual,Manual,1º dono,22.32,1582.0,126.32,5.0,Hyundai
Maruti Swift VDI Optional,2015,7260.27,120000,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,5.0,Maruti
Ford Figo 1.2P Titanium MT,2019,7260.27,9500,Gasolina,Individual,Manual,1º dono,18.16,1196.0,86.8,5.0,Ford
Renault Captur 1.5 Diesel RXT,2018,17328.77,12000,Diesel,Individual,Manual,1º dono,20.37,1461.0,108.45,5.0,Renault
Maruti Ciaz Alpha Diesel,2019,14041.1,32000,Diesel,Individual,Manual,1º dono,28.09,1248.0,88.5,5.0,Maruti
Hyundai Grand i10 Magna,2017,6438.36,50000,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Tata Indigo CS eLX BS IV,2014,3424.66,50000,Diesel,Individual,Manual,2º dono,25.0,1396.0,69.01,5.0,Tata
Maruti Ertiga LXI,2013,5890.41,90000,Gasolina,Individual,Manual,1º dono,16.02,1373.0,93.7,7.0,Maruti
Maruti Ertiga VDI,2012,7534.25,93000,Diesel,Individual,Manual,1º dono,20.77,1248.0,88.76,7.0,Maruti
Maruti Swift Dzire VXI,2015,6849.32,117000,Gasolina,Individual,Manual,1º dono,20.85,1197.0,83.14,5.0,Maruti
Honda City 2017-2020 GXi,2008,3287.67,90000,Gasolina,Individual,Manual,2º dono,17.7,1497.0,78.0,5.0,Honda
Maruti Swift VXI BSIII,2008,2328.77,80000,Gasolina,Individual,Manual,3º dono,16.1,1298.0,88.2,5.0,Maruti
Maruti Alto 800 LXI,2016,3452.05,30000,Gasolina,Individual,Manual,1º dono,22.74,796.0,47.3,5.0,Maruti
Maruti Alto 800 LXI,2017,3698.63,35000,Gasolina,Individual,Manual,1º dono,24.7,796.0,47.3,5.0,Maruti
Maruti Alto LX,2004,1369.86,40000,Gasolina,Individual,Manual,1º dono,19.7,796.0,46.3,5.0,Maruti
Maruti Wagon R VXI BS IV,2015,4794.52,46357,Gasolina,Individual,Manual,2º dono,20.51,998.0,67.04,5.0,Maruti
Ford Fiesta 1.4 ZXi Duratec,2011,3287.67,80000,Gasolina,Individual,Manual,2º dono,16.6,1388.0,68.0,5.0,Ford
Renault Lodgy 85PS Std,2016,8493.15,7000,Diesel,Distribuidora,Manual,1º dono,21.04,1461.0,83.8,8.0,Renault
Renault Fluence 2.0,2011,8219.18,43000,Gasolina,Distribuidora,Automatico,1º dono,13.4,1997.0,135.1,5.0,Renault
Ford Figo Aspire Titanium Diesel,2016,8904.11,85000,Diesel,Distribuidora,Manual,1º dono,24.4,1499.0,98.96,5.0,Ford
Hyundai Verna CRDi 1.6 SX,2018,13013.7,70000,Diesel,Individual,Manual,1º dono,22.0,1582.0,126.2,5.0,Hyundai
Maruti Swift VDI Optional,2017,9041.1,56000,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,5.0,Maruti
Hyundai i20 Sportz 1.4 CRDi,2012,4931.51,90000,Diesel,Individual,Manual,2º dono,21.9,1396.0,88.76,5.0,Hyundai
Maruti Alto K10 VXI Airbag,2017,5232.88,40000,Gasolina,Individual,Manual,1º dono,23.95,998.0,67.1,5.0,Maruti
Hyundai i10 Magna 1.1L,2011,3698.63,60000,Gasolina,Individual,Manual,2º dono,19.81,1086.0,68.05,5.0,Hyundai
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2015,8904.11,70000,Diesel,Individual,Manual,1º dono,22.54,1396.0,88.73,5.0,Hyundai
Ford Figo Diesel Titanium,2011,2739.73,170000,Diesel,Individual,Manual,2º dono,20.0,1399.0,68.0,5.0,Ford
Maruti Celerio LDi,2015,5479.45,95000,Diesel,Individual,Manual,1º dono,27.62,793.0,47.0,5.0,Maruti
Maruti Swift VDI,2012,5698.63,90000,Diesel,Individual,Manual,2º dono,22.9,1248.0,74.0,5.0,Maruti
Maruti Baleno Alpha Diesel,2018,10273.97,35000,Diesel,Individual,Manual,1º dono,27.39,1248.0,74.0,5.0,Maruti
Tata Indica Vista Quadrajet VX,2013,2602.74,120000,Diesel,Individual,Manual,2º dono,22.3,1248.0,74.0,5.0,Tata
Tata Indica V2 2001-2011 DLS BSIII,2008,821.92,120000,Diesel,Individual,Manual,4º dono e acima,17.88,1396.0,52.8,5.0,Tata
Tata New Safari Dicor VX 4X2,2006,4109.59,175000,Diesel,Individual,Manual,2º dono,13.93,2179.0,138.1,7.0,Tata
Maruti Wagon R LX Minor,2013,4109.59,90000,Gasolina,Individual,Manual,2º dono,18.9,998.0,67.1,5.0,Maruti
Tata Indica V2 DLS,2007,890.41,120000,Diesel,Individual,Manual,3º dono,17.2,1396.0,53.5,5.0,Tata
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,3698.63,108000,Diesel,Individual,Manual,2º dono,17.8,1399.0,67.0,5.0,Ford
Mahindra Bolero 2011-2019 EX NON AC,2014,8219.18,70000,Diesel,Individual,Manual,1º dono,15.96,2523.0,62.1,7.0,Mahindra
Hyundai Santa Fe 4x4 AT,2011,16438.36,62000,Diesel,Individual,Automatico,2º dono,11.72,2199.0,194.3,7.0,Hyundai
Hyundai EON Sportz,2012,2671.23,35000,Gasolina,Individual,Manual,2º dono,21.1,814.0,55.2,5.0,Hyundai
Maruti 800 AC,1998,479.45,40000,Gasolina,Individual,Manual,2º dono,16.1,796.0,37.0,4.0,Maruti
Tata Indigo CS LX (TDI) BS III,2008,1369.86,120000,Diesel,Individual,Manual,1º dono,19.09,1396.0,69.0,5.0,Tata
Hyundai i10 Magna,2012,3013.7,67000,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,5.0,Hyundai
Maruti Alto 800 VXI,2016,4383.56,46737,Gasolina,Individual,Manual,1º dono,22.74,796.0,47.3,5.0,Maruti
Chevrolet Beat LT,2014,3287.67,30000,Gasolina,Individual,Manual,1º dono,18.6,1199.0,76.8,5.0,Chevrolet
Tata Sumo Gold EX,2014,3767.12,300000,Diesel,Individual,Manual,1º dono,15.3,2956.0,83.83,7.0,Tata
Chevrolet Enjoy TCDi LT 7 Seater,2014,3767.12,195000,Diesel,Individual,Manual,1º dono,18.2,1248.0,73.8,7.0,Chevrolet
Tata Indica Vista Aura 1.2 Safire BSIV,2011,1780.82,70000,Gasolina,Individual,Manual,2º dono,16.5,1172.0,65.0,5.0,Tata
Hyundai Verna 1.6 SX,2012,6164.38,200000,Diesel,Individual,Manual,2º dono,22.32,1582.0,126.32,5.0,Hyundai
Renault Duster 110PS Diesel RxZ,2015,8219.18,160000,Diesel,Individual,Manual,1º dono,19.01,1461.0,108.45,5.0,Renault
Maruti Alto 800 LXI Optional,2018,4246.58,20000,Gasolina,Individual,Manual,1º dono,24.7,796.0,47.3,5.0,Maruti
Maruti Wagon R VXI Optional,2018,5917.81,30000,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,5.0,Maruti
Tata Indica Vista TDI LS,2012,2397.26,90000,Diesel,Individual,Manual,3º dono,19.4,1405.0,70.0,5.0,Tata
Maruti Ertiga SHVS VDI,2016,10547.95,100000,Diesel,Individual,Manual,2º dono,24.52,1248.0,88.5,7.0,Maruti
Maruti Alto K10 LXI,2011,1849.32,110048,Gasolina,Individual,Manual,3º dono,20.92,998.0,67.1,5.0,Maruti
Hyundai Xcent 1.2 CRDi E Plus,2018,9315.07,26000,Diesel,Individual,Manual,1º dono,25.4,1186.0,73.97,5.0,Hyundai
Maruti Wagon R LXI Minor,2007,1232.88,110000,Gasolina,Individual,Manual,4º dono e acima,18.9,1061.0,67.0,5.0,Maruti
Maruti Gypsy King Soft Top,1997,4109.59,186388,Gasolina,Individual,Manual,2º dono,14.8,1298.0,80.0,8.0,Maruti
Chevrolet Aveo U-VA 1.2 LT,2007,1369.86,60000,Gasolina,Individual,Manual,3º dono,14.7,1150.0,76.0,5.0,Chevrolet
Maruti Alto LXi BSIII,2006,1643.84,70000,Gasolina,Individual,Manual,3º dono,19.7,796.0,46.3,5.0,Maruti
Renault Duster RXZ 110PS AMT BSIV,2017,10273.97,20171,Diesel,Distribuidora,Automatico,1º dono,19.87,1461.0,108.5,5.0,Renault
Honda Jazz V Diesel,2017,7191.78,37151,Diesel,Distribuidora,Manual,1º dono,27.3,1498.0,98.6,5.0,Honda
Honda City i VTEC VX Option,2015,8890.41,39000,Gasolina,Distribuidora,Manual,1º dono,17.4,1497.0,117.3,5.0,Honda
Volkswagen Polo Select 1.2 MPI Highline,2010,2876.71,44500,Gasolina,Distribuidora,Manual,1º dono,16.47,1198.0,74.0,5.0,Volkswagen
Honda Jazz 1.2 VX i VTEC,2016,7205.48,15000,Gasolina,Distribuidora,Manual,1º dono,18.7,1199.0,88.7,5.0,Honda
Ford Ecosport 1.5 Petrol Titanium,2016,8205.48,39000,Gasolina,Distribuidora,Manual,1º dono,15.9,1496.0,120.69,5.0,Ford
Honda City i VTEC S,2015,6849.32,58161,Gasolina,Distribuidora,Manual,1º dono,17.8,1497.0,117.3,5.0,Honda
Honda CR-V 2.4L 4WD AT,2012,10273.97,50171,Gasolina,Distribuidora,Automatico,1º dono,11.1,2354.0,158.8,5.0,Honda
Honda City i-VTEC V,2011,4452.05,40000,Gasolina,Distribuidora,Manual,1º dono,17.4,1497.0,117.6,5.0,Honda
Honda City i VTEC SV,2016,7876.71,55161,Gasolina,Distribuidora,Manual,1º dono,17.8,1497.0,117.3,5.0,Honda
Honda Brio 1.2 S MT,2012,3356.16,30000,Gasolina,Distribuidora,Manual,1º dono,18.5,1198.0,86.8,5.0,Honda
Honda City i VTEC V,2016,8561.64,55000,Gasolina,Distribuidora,Manual,1º dono,17.8,1497.0,117.3,5.0,Honda
Honda Accord 2.4 A/T,2013,7945.21,50000,Gasolina,Distribuidora,Automatico,1º dono,11.7,2354.0,177.6,5.0,Honda
Audi A3 40 TFSI Premium,2017,23150.67,8000,Gasolina,Distribuidora,Automatico,1º dono,16.6,1798.0,177.5,5.0,Audi
Hyundai Creta 1.6 SX Option,2018,16095.89,14000,Gasolina,Distribuidora,Manual,1º dono,15.8,1591.0,121.3,5.0,Hyundai
Honda City i VTEC SV,2015,7876.71,9599,Gasolina,Distribuidora,Manual,1º dono,17.8,1497.0,117.3,5.0,Honda
Hyundai i20 Asta (o),2017,8219.18,35000,Gasolina,Distribuidora,Manual,1º dono,17.0,1197.0,80.0,5.0,Hyundai
Honda City i VTEC VX Option,2016,10273.97,16151,Gasolina,Distribuidora,Manual,1º dono,17.8,1497.0,117.3,5.0,Honda
Hyundai Creta 1.6 SX Automatic,2016,12191.78,40000,Gasolina,Distribuidora,Automatico,1º dono,14.8,1591.0,121.3,5.0,Hyundai
Honda City i VTEC V,2015,8219.18,28161,Gasolina,Distribuidora,Manual,1º dono,17.8,1497.0,117.3,5.0,Honda
Chevrolet Spark 1.0 LS,2010,1575.33,60000,Gasolina,Individual,Manual,2º dono,18.0,995.0,62.0,5.0,Chevrolet
Chevrolet Spark 1.0 LS,2010,1917.81,60000,Gasolina,Individual,Manual,2º dono,18.0,995.0,62.0,5.0,Chevrolet
Mahindra Scorpio M2DI,2011,4931.51,100000,Diesel,Individual,Manual,4º dono e acima,13.5,2179.0,115.0,5.0,Mahindra
Maruti Swift Dzire Tour S CNG,2017,6849.32,130000,Gasolina,Individual,Manual,2º dono,19.0,1197.0,85.8,5.0,Maruti
